J0635+0533 06:35:18 2 +05:33:11 30 206.15 -1.04 0.033856495 12 0 0 50744 * 0 * 0 * * 0 * 0 0000400000 misc
J0653+8051 06:53:15.09 4 +80:52:0.22 11 133.18 26.83 1.2144405115160 20 3.79879 15 48712.0 33.332 17 -32 3 3.37 6.5 8 0.4 1 0000000020 gb1
J0659+1414 06:59:48.122 1 +14:14:21.53 1 201.11 8.26 0.384891195054 5 55.0031 3 49721.0 13.977 13 22 5 0.76 6.5 6 3.7 8 0000000010 mol2
J0700+6418 07:00:37.802 4 +64:18:11.20 4 151.55 25.24 0.19567094516631 16 0.000685 12 48806.000001 8.771 5 -7 6 0.48 5 1 0.3 1 0000000060 gb1,gb2
J0711+0931 07:11:36.18 2 +09:31:25 1 206.67 8.78 1.21409049248 1 0.4 1 51199.5 45.0 1 * 0 2.39 2.4 1 0.04 1 0000400000 misc
J0711-6830 07:11:54.21813 6 -68:30:47.5793 4 279.53 -23.28 0.0054909684158061 1 1.49e-05 1 50425.0 18.4106 3 * 0 1.04 10 1 3.4 5 0000004000 pks70
J0725-1635 07:25:00.406 2 -16:35:45.82 4 231.47 -0.33 0.4243114031834 11 0.09264 11 50884.0 98.98 3 * 0 4.68 4 0 0.6 0 0000004000 pks70
J0729-1448 07:29:16.45 2 -14:48:36.8 8 230.39 1.42 0.251658714181 13 113.288 4 51367.000 92.3 3 * 0 4.37 * 0 0.7 1 0000040000 pksmb
J0729-1836 07:29:32.352 3 -18:36:42.75 7 233.76 -0.34 0.51016034483 3 18.9571 19 49720.0 61.292 10 53 6 3.25 11.2 7 1.3 2 0001044010 mol2,pks70,pksmb,phmb
J0737-2202 07:37:44.071 6 -22:02:05.32 14 237.68 -0.32 0.320366370454 5 5.46883 11 51581.000 95.7 4 * 0 4.30 * 0 0.47 9 0000040000 pksmb
J0738-4042 07:38:32.313 4 -40:42:40.25 6 254.19 -9.19 0.374919985032 6 1.6161 9 51700.00 160.8 7 13.5 4 +11.03 190 0 80 0 0001004011 mol1,mol2,pks70,phmb
J0742-2822 07:42:49.060 3 -28:22:43.77 5 243.77 -2.44 0.166762291572 20 16.8211 14 49326.0 73.758 8 156 5 1.89 296 14 23 3 0001444010 misc,mol2,pks70,pksmb,phmb
J0745-5353 07:45:02.3 5 -53:51:22 2 266.63 -14.27 0.2148363514 5 2.73 3 43779.7121 122.3 19 -72 5 +7.14 23 0 * 0 0000104010 mol2,pks70,swmb
J0749-4247 07:49:49.675 4 -42:47:42.14 4 257.07 -8.35 1.095452157610 14 0.977 4 49014.0000 104.595 9 * 0 2.36 8 0 0.6 0 0001004000 pks70,phmb
J0751+1807 07:51:09.1564 8 +18:07:38.61 7 202.73 21.09 0.0034787707826382 7 7.783e-06 5 50982.000000 30.2480 15 * 0 2.02 10 0 1 0 0000400000 misc
J0754+3231 07:54:40.688 6 +32:31:56.2 3 188.19 26.72 1.442349479143 3 1.07987 17 48725.0 39.949 8 -7 5 +3.92 8 1 0.6 3 0000020020 gb1,ar4
J0758-1528 07:58:29.0708 8 -15:28:8.738 19 234.46 7.22 0.6822651758060 14 1.61889 14 49896.0 63.327 3 55 7 3.72 8.2 6 2.0 4 0001004210 mol2,gb3,pks70,phmb
J0809-4753 08:09:43.890 9 -47:53:55.14 9 263.30 -7.96 0.547199235502 4 3.0825 4 46800.0 228.3 12 97 4 +12.71 46 0 3 0 0000104010 mol2,pks70,swmb
J0814+7429 08:14:59.5412 10 +74:29:05.367 15 140.00 31.62 1.292241446862 3 0.168114 14 49162.0 6.116 18 -11.7 13 0.43 79 15 10 1 0000000060 gb1,gb2
J0820-1350 08:20:26.3670 9 -13:50:55.49 3 235.89 12.59 1.2381295438682 8 2.10518 7 48904.0 40.938 3 -1.2 4 2.45 102 6 7 1 0001004211 mol1,mol2,gb3,pks70,phmb
J0820-4114 08:20:15.45 7 -41:14:36.4 7 258.75 -2.73 0.54544553611 2 0.0189 13 48383.0 113.4 2 57.7 5 2.38 65 0 9 0 0001044010 mol2,pks70,pksmb,phmb
J0823+0159 08:23:9.7678 20 +01:59:12.41 9 221.99 21.25 0.8648728046988 9 0.10455 6 49281.000003 23.727 5 13 7 1.44 30 5 1.5 7 0000000210 mol2,gb3
J0826+2637 08:26:51.3833 16 +26:37:23.79 8 196.96 31.74 0.53066051169 3 1.70932 9 46450.0 19.454 4 5.9 3 0.375 73 13 10 2 0000000020 gb1
J0828-3417 08:28:16.62 17 -34:17:7 3 253.97 2.56 1.84891880365 11 0.9963 5 48132.0 52.9 6 59 3 0.54 16 0 * 0 0001044010 mol2,pks70,pksmb,phmb
J0831-4406 08:31:32.43 3 -44:06:11.9 4 262.29 -2.69 0.311673518473 11 1.279 6 51396.00000 254.0 5 * 0 12.73 * 0 0.43 5 0000040000 pksmb
J0834-4159 08:34:16.3 1 -41:59:51 1 260.89 -1.04 0.121116349354 15 4.437 8 51505.000 240.5 15 * 0 9.74 * 0 0.19 3 0000040000 pksmb
J0834-60 08:34:50 40 -60:35 5 276.08 -11.92 0.384645 6 0 0 51401.1 20 6 * 0 0.49 * 0 * 0 0000100000 swmb
J0835-3707 08:35:03.08 3 -37:07:51.5 3 257.08 1.99 0.541404373627 15 9.778 9 51137.000 112.3 3 * 0 2.34 * 0 0.28 4 0001040000 pksmb,phmb
J0835-4510 08:35:20.61153 2 -45:10:34.8755 3 263.55 -2.79 0.089328385024 4 125.008 16 51559.319 67.99 1 38.17 6 0.29 5000 0 1100 0 0000044011 mol1,mol2,pks70,pksmb
J0837+0610 08:37:5.642 3 +06:10:14.56 14 219.72 26.27 1.2737682915785 7 6.79922 5 48721.0 12.889 6 23.6 7 0.72 89 14 4 1 0000400050 misc,mol2,gb2
J0837-4135 08:37:21.184 3 -41:35:14.36 6 260.90 -0.34 0.751623617646 8 3.5393 12 51700.00 147.6 1 135.8 3 4.24 197 0 25 0 0001044011 mol1,mol2,pks70,pksmb,phmb
J0838-3947 08:38:30.8 5 -39:47:22 7 259.61 0.93 1.7039457055 9 0.81 32 51162.000 219 11 * 0 8.21 * 0 0.11 2 0000040000 pksmb
J0840-5332 08:40:33.88 6 -53:32:35.5 6 270.77 -7.14 0.72061236106 2 1.644 1 47728.43 156.5 10 81 3 7.77 19 0 2 0 0000104010 mol2,pks70,swmb
J0842-4851 08:42:05.37 6 -48:51:20.8 5 267.18 -4.10 0.64435405580 12 9.497 6 43557.436 197.0 10 * 0 8.70 6.2 0 * 0 0000044010 mol2,pks70,pksmb
